Дата продажи,Название курса,Цена$,Кол-во,Всего
05/12/2023,Data Science BOOTCAMP,200,15.0,3000
2023/12/05,Web Dev 101,80,15.0,1200
"Dec 05, 2023",машинное обучение+,250,,4000
05.12.23,sql-cc,60,17.0,1020
2023-12-06,PYTHON-BEGINNERS,50,15.0,750
06.12.23,Данные.Наука,200,18.0,3600
2023/12/06,web_dev,80,11.0,880
"Dec 06, 2023",machine learning advanced,250,21.0,5250
2023-12-06,SQL-Курс,60,11.0,660
2023/12/07,Python For Beginners,50,12.0,600
"Dec 07, 2023",Буткемп по Data Science,200,13.0,2600
07/12/2023,web_dev,80,16.0,1280
"Dec 07, 2023",machine learning advanced,250,13.0,3250
07/12/2023,SQL БАЗОВЫЙ,60,14.0,840
2023/12/08,Python нач,50,13.0,650
2023/12/08,DS Boot,200,14.0,2800
2023-12-08,Web-разработка,80,10.0,800
08/12/2023,ML (уровень 2),250,14.0,3500
2023-12-08,Быстрый курс SQL,60,15.0,900
2023/12/09,python for beginners,50,6.0,300
2023-12-09,data science bootcamp,200,7.0,1400
2023-12-09,веб разработка,80,13.0,1040
09.12.23,machine learning advanced,250,10.0,2500
09/12/2023,SQL-Курс,60,11.0,660
2023/12/10,Python For Beginners,50,8.0,400
10/12/2023,Буткемп по Data Science,200,,3600
"Dec 10, 2023",WEB DEVELOPMENT,80,15.0,1200
2023-12-10,ML (уровень 2),250,16.0,4000
2023-12-10,Быстрый курс SQL,60,13.0,780
11.12.23,PYTHON-BEGINNERS,50,13.0,650
11/12/2023,Data Science BOOTCAMP,200,20.0,4000
11.12.23,web_dev,80,16.0,1280
11.12.23,Продвинутый ML,250,,2000
11/12/2023,sql crash course,60,15.0,900
2023/12/12,Python нач,50,9.0,450
12/12/2023,data science bootcamp,200,13.0,2600
"Dec 12, 2023",web_dev,80,12.0,960
2023-12-12,машинное обучение+,250,17.0,4250
"Dec 12, 2023",SQL БАЗОВЫЙ,60,13.0,780
2023-12-13,Python For Beginners,50,18.0,900
"Dec 13, 2023",Буткемп по Data Science,200,6.0,1200
13/12/2023,WEB DEVELOPMENT,80,18.0,1440
2023-12-13,Продвинутый ML,250,12.0,3000
13.12.23,sql crash course,60,24.0,1440
2023/12/14,Python нач,50,21.0,1050
14.12.23,DS Boot,200,14.0,2800
2023/12/14,веб разработка,80,75.0,6000
"Dec 14, 2023",ML (уровень 2),250,19.0,4750
14.12.23,Быстрый курс SQL,60,21.0,1260
15/12/2023,Питон для начинающих,50,8.0,400
15/12/2023,Данные.Наука,200,18.0,3600
2023/12/15,Web-разработка,80,16.0,1280
2023-12-15,machine learning advanced,250,13.0,3250
15.12.23,SQL БАЗОВЫЙ,60,17.0,1020
"Dec 16, 2023",python for beginners,50,12.0,600
2023-12-16,Буткемп по Data Science,200,11.0,2200
2023-12-16,web_dev,80,14.0,1120
16.12.23,ML (уровень 2),250,16.0,4000
16/12/2023,SQL-Курс,60,9.0,540
2023/12/17,Python For Beginners,50,17.0,850
17/12/2023,data science bootcamp,200,13.0,2600
2023/12/17,веб разработка,80,15.0,1200
"Dec 17, 2023",ML (уровень 2),250,20.0,5000
2023-12-17,SQL БАЗОВЫЙ,60,15.0,900
2023-12-18,Питон для начинающих,50,16.0,800
18/12/2023,DS Boot,200,85.0,17000
18/12/2023,WEB DEVELOPMENT,80,22.0,1760
2023/12/18,ML (уровень 2),250,12.0,3000
2023/12/18,Быстрый курс SQL,60,9.0,540
19.12.23,Python For Beginners,50,20.0,1000
"Dec 19, 2023",Data Science BOOTCAMP,200,11.0,2200
"Dec 19, 2023",Web-разработка,80,14.0,1120
"Dec 19, 2023",Machine Learning ADV,250,21.0,5250
2023/12/19,sql-cc,60,14.0,840
20/12/2023,Python For Beginners,50,14.0,700
"Dec 20, 2023",data science bootcamp,200,13.0,2600
"Dec 20, 2023",web_dev,80,11.0,880
20/12/2023,машинное обучение+,250,20.0,5000
20.12.23,Быстрый курс SQL,60,16.0,960
21/12/2023,PYTHON-BEGINNERS,50,20.0,1000
21.12.23,DS Boot,200,8.0,1600
2023-12-21,WEB DEVELOPMENT,80,16.0,1280
"Dec 21, 2023",ML (уровень 2),250,10.0,2500
21/12/2023,sql-cc,60,17.0,1020
"Dec 22, 2023",Питон для начинающих,50,15.0,750
22/12/2023,Данные.Наука,200,12.0,2400
2023/12/22,Web Dev 101,80,35.0,2800
22/12/2023,machine learning advanced,250,16.0,4000
22.12.23,sql-cc,60,11.0,660
"Dec 23, 2023",Питон для начинающих,50,21.0,1050
23.12.23,data science bootcamp,200,17.0,3400
2023/12/23,Web-разработка,80,6.0,480
2023-12-23,machine learning advanced,250,11.0,2750
2023/12/23,sql crash course,60,14.0,840
2023-12-24,python for beginners,50,19.0,950
2023-12-24,DS Boot,200,15.0,3000
"Dec 24, 2023",веб разработка,80,16.0,1280
2023-12-24,ML (уровень 2),250,,4750
2023/12/24,sql-cc,60,10.0,600
25.12.23,python for beginners,50,15.0,750
"Dec 25, 2023",DS Boot,200,75.0,15000
25.12.23,Web Dev 101,80,12.0,960
2023-12-25,ML (уровень 2),250,9.0,2250
"Dec 25, 2023",SQL БАЗОВЫЙ,60,18.0,1080
2023/12/26,PYTHON-BEGINNERS,50,23.0,1150
2023-12-26,data science bootcamp,200,11.0,2200
26/12/2023,Web Dev 101,80,16.0,1280
2023-12-26,машинное обучение+,250,10.0,2500
"Dec 26, 2023",SQL-Курс,60,13.0,780
27/12/2023,PYTHON-BEGINNERS,50,10.0,500
27.12.23,Данные.Наука,200,16.0,3200
2023-12-27,web_dev,80,15.0,1200
2023-12-27,машинное обучение+,250,10.0,2500
27/12/2023,Быстрый курс SQL,60,13.0,780
2023-12-28,Python For Beginners,50,16.0,800
2023-12-28,Data Science BOOTCAMP,200,17.0,3400
2023-12-28,web_dev,80,15.0,1200
28/12/2023,Machine Learning ADV,250,18.0,4500
28.12.23,Быстрый курс SQL,60,11.0,660
2023-12-29,PYTHON-BEGINNERS,50,11.0,550
29/12/2023,data science bootcamp,200,19.0,3800
29.12.23,веб разработка,80,19.0,1520
2023-12-29,Продвинутый ML,250,12.0,3000
2023-12-29,sql-cc,60,12.0,720
2023/12/30,python for beginners,50,21.0,1050
30.12.23,data science bootcamp,200,17.0,3400
30.12.23,WEB DEVELOPMENT,80,16.0,1280
2023-12-30,Продвинутый ML,250,12.0,3000
30/12/2023,SQL-Курс,60,19.0,1140
2023-12-31,python for beginners,50,11.0,550
31/12/2023,data science bootcamp,200,15.0,3000
2023/12/31,Web-разработка,80,21.0,1680
31.12.23,ML (уровень 2),250,19.0,4750
"Dec 31, 2023",SQL БАЗОВЫЙ,60,14.0,840
2024-01-01,PYTHON-BEGINNERS,50,15.0,750
01.01.24,Data Science BOOTCAMP,200,17.0,3400
01/01/2024,Web-разработка,80,19.0,1520
"Jan 01, 2024",Продвинутый ML,250,20.0,5000
01/01/2024,Быстрый курс SQL,60,14.0,840
"Jan 02, 2024",python for beginners,50,10.0,500
2024/01/02,Данные.Наука,200,19.0,3800
2024/01/02,WEB DEVELOPMENT,80,12.0,960
2024-01-02,ML (уровень 2),250,16.0,4000
"Jan 02, 2024",sql-cc,60,13.0,780
03.01.24,Python For Beginners,50,14.0,700
2024-01-03,data science bootcamp,200,17.0,3400
03.01.24,WEB DEVELOPMENT,80,16.0,1280
03.01.24,machine learning advanced,250,15.0,3750
2024/01/03,sql-cc,60,11.0,660
2024-01-04,Питон для начинающих,50,18.0,900
2024-01-04,Данные.Наука,200,20.0,4000
04.01.24,web_dev,80,21.0,1680
04/01/2024,машинное обучение+,250,14.0,3500
"Jan 04, 2024",sql crash course,60,16.0,960
2024-01-05,Python нач,50,15.0,750
2024/01/05,data science bootcamp,200,17.0,3400
05/01/2024,Web-разработка,80,18.0,1440
2024/01/05,Продвинутый ML,250,15.0,3750
05/01/2024,Быстрый курс SQL,60,,720
06.01.24,PYTHON-BEGINNERS,50,22.0,1100
2024/01/06,Data Science BOOTCAMP,200,18.0,3600
2024-01-06,WEB DEVELOPMENT,80,13.0,1040
06/01/2024,машинное обучение+,250,14.0,3500
2024-01-06,Быстрый курс SQL,60,12.0,720
07/01/2024,PYTHON-BEGINNERS,50,17.0,850
2024-01-07,DS Boot,200,22.0,4400
07.01.24,Web-разработка,80,15.0,1200
2024-01-07,machine learning advanced,250,11.0,2750
07/01/2024,Быстрый курс SQL,60,14.0,840
2024-01-08,Python нач,50,10.0,500
2024/01/08,Data Science BOOTCAMP,200,,2600
08/01/2024,WEB DEVELOPMENT,80,17.0,1360
2024-01-08,machine learning advanced,250,15.0,3750
2024-01-08,SQL-Курс,60,12.0,720
09.01.24,Python For Beginners,50,25.0,1250
"Jan 09, 2024",Буткемп по Data Science,200,10.0,2000
09/01/2024,WEB DEVELOPMENT,80,12.0,960
"Jan 09, 2024",machine learning advanced,250,22.0,5500
2024/01/09,SQL-Курс,60,20.0,1200
2024/01/10,Python нач,50,11.0,550
10/01/2024,Data Science BOOTCAMP,200,17.0,3400
"Jan 10, 2024",Web-разработка,80,8.0,640
10.01.24,machine learning advanced,250,22.0,5500
10.01.24,sql-cc,60,12.0,720
2024-01-11,Python нач,50,13.0,650
11.01.24,Буткемп по Data Science,200,18.0,3600
2024-01-11,web_dev,80,14.0,1120
"Jan 11, 2024",machine learning advanced,250,13.0,3250
"Jan 11, 2024",Быстрый курс SQL,60,20.0,1200
2024/01/12,PYTHON-BEGINNERS,50,21.0,1050
2024/01/12,DS Boot,200,13.0,2600
"Jan 12, 2024",WEB DEVELOPMENT,80,15.0,1200
"Jan 12, 2024",machine learning advanced,250,19.0,4750
2024/01/12,SQL-Курс,60,15.0,900
2024-01-13,Питон для начинающих,50,16.0,800
"Jan 13, 2024",DS Boot,200,17.0,3400
2024-01-13,web_dev,80,13.0,1040
2024-01-13,машинное обучение+,250,29.0,7250
13/01/2024,Быстрый курс SQL,60,14.0,840
14/01/2024,Python нач,50,19.0,950
"Jan 14, 2024",Данные.Наука,200,18.0,3600
"Jan 14, 2024",WEB DEVELOPMENT,80,13.0,1040
"Jan 14, 2024",machine learning advanced,250,13.0,3250
2024-01-14,Быстрый курс SQL,60,16.0,960
2024-01-15,Python For Beginners,50,15.0,750
2024-01-15,Data Science BOOTCAMP,200,13.0,2600
15.01.24,WEB DEVELOPMENT,80,14.0,1120
"Jan 15, 2024",machine learning advanced,250,17.0,4250
2024/01/15,SQL-Курс,60,16.0,960
16/01/2024,python for beginners,50,12.0,600
2024-01-16,Буткемп по Data Science,200,5.0,1000
16.01.24,Web Dev 101,80,13.0,1040
16.01.24,machine learning advanced,250,15.0,3750
2024/01/16,Быстрый курс SQL,60,16.0,960
2024-01-17,Python For Beginners,50,20.0,1000
17.01.24,data science bootcamp,200,17.0,3400
17/01/2024,Web-разработка,80,10.0,800
17/01/2024,Продвинутый ML,250,15.0,3750
17/01/2024,SQL-Курс,60,19.0,1140
18/01/2024,python for beginners,50,15.0,750
18/01/2024,Буткемп по Data Science,200,19.0,3800
"Jan 18, 2024",веб разработка,80,15.0,1200
18/01/2024,ML (уровень 2),250,12.0,3000
18.01.24,sql crash course,60,10.0,600
19/01/2024,Python нач,50,15.0,750
2024/01/19,DS Boot,200,19.0,3800
2024-01-19,web_dev,80,10.0,800
2024/01/19,Продвинутый ML,250,18.0,4500
2024-01-19,SQL-Курс,60,11.0,660
20.01.24,Python нач,50,14.0,700
20/01/2024,Буткемп по Data Science,200,12.0,2400
2024-01-20,WEB DEVELOPMENT,80,13.0,1040
"Jan 20, 2024",машинное обучение+,250,16.0,4000
20/01/2024,sql crash course,60,17.0,1020
2024/01/21,python for beginners,50,16.0,800
21.01.24,Буткемп по Data Science,200,11.0,2200
2024/01/21,Web-разработка,80,15.0,1200
2024-01-21,Продвинутый ML,250,14.0,3500
"Jan 21, 2024",SQL БАЗОВЫЙ,60,18.0,1080
2024-01-22,PYTHON-BEGINNERS,50,10.0,500
"Jan 22, 2024",DS Boot,200,12.0,2400
2024-01-22,Web Dev 101,80,13.0,1040
22.01.24,machine learning advanced,250,13.0,3250
2024-01-22,Быстрый курс SQL,60,16.0,960
2024-01-23,python for beginners,50,25.0,1250
23/01/2024,Буткемп по Data Science,200,14.0,2800
"Jan 23, 2024",Web Dev 101,80,17.0,1360
2024/01/23,ML (уровень 2),250,17.0,4250
2024/01/23,SQL БАЗОВЫЙ,60,17.0,1020
2024/01/24,PYTHON-BEGINNERS,50,10.0,500
2024/01/24,Data Science BOOTCAMP,200,24.0,4800
24/01/2024,web_dev,80,21.0,1680
2024-01-24,машинное обучение+,250,14.0,3500
2024-01-24,sql crash course,60,12.0,720
2024/01/25,Python For Beginners,50,20.0,1000
"Jan 25, 2024",Буткемп по Data Science,200,,3400
2024/01/25,Web-разработка,80,9.0,720
2024-01-25,Machine Learning ADV,250,11.0,2750
25/01/2024,Быстрый курс SQL,60,11.0,660
2024-01-26,Python For Beginners,50,13.0,650
26/01/2024,Data Science BOOTCAMP,200,50.0,10000
26.01.24,Web Dev 101,80,12.0,960
26/01/2024,ML (уровень 2),250,18.0,4500
26.01.24,SQL БАЗОВЫЙ,60,22.0,1320
27.01.24,python for beginners,50,14.0,700
27/01/2024,data science bootcamp,200,14.0,2800
27/01/2024,веб разработка,80,14.0,1120
2024-01-27,Продвинутый ML,250,19.0,4750
2024/01/27,Быстрый курс SQL,60,15.0,900
2024-01-28,Питон для начинающих,50,17.0,850
"Jan 28, 2024",Буткемп по Data Science,200,14.0,2800
2024/01/28,веб разработка,80,13.0,1040
28.01.24,Machine Learning ADV,250,21.0,5250
28/01/2024,sql-cc,60,14.0,840
2024/01/29,Python нач,50,8.0,400
2024-01-29,DS Boot,200,19.0,3800
2024-01-29,web_dev,80,15.0,1200
29.01.24,ML (уровень 2),250,21.0,5250
2024/01/29,sql-cc,60,14.0,840
30.01.24,Python For Beginners,50,12.0,600
30.01.24,data science bootcamp,200,17.0,3400
30/01/2024,Web Dev 101,80,7.0,560
"Jan 30, 2024",Machine Learning ADV,250,20.0,5000
30/01/2024,Быстрый курс SQL,60,15.0,900
2024-01-31,python for beginners,50,15.0,750
2024/01/31,DS Boot,200,21.0,4200
2024-01-31,Web-разработка,80,15.0,1200
31.01.24,Machine Learning ADV,250,17.0,4250
2024-01-31,sql crash course,60,20.0,1200
"Feb 01, 2024",PYTHON-BEGINNERS,50,,700
"Feb 01, 2024",Data Science BOOTCAMP,200,14.0,2800
"Feb 01, 2024",web_dev,80,9.0,720
2024-02-01,Продвинутый ML,250,24.0,6000
01/02/2024,sql-cc,60,11.0,660
2024/02/02,PYTHON-BEGINNERS,50,12.0,600
02.02.24,Буткемп по Data Science,200,17.0,3400
2024/02/02,WEB DEVELOPMENT,80,12.0,960
02.02.24,Machine Learning ADV,250,14.0,3500
2024/02/02,SQL-Курс,60,19.0,1140
2024/02/03,Python нач,50,12.0,600
03.02.24,DS Boot,200,,2800
03/02/2024,Web Dev 101,80,11.0,880
03.02.24,Продвинутый ML,250,12.0,3000
2024-02-03,Быстрый курс SQL,60,14.0,840
04.02.24,Python For Beginners,50,14.0,700
2024/02/04,Data Science BOOTCAMP,200,15.0,3000
2024-02-04,веб разработка,80,17.0,1360
04/02/2024,machine learning advanced,250,10.0,2500
04/02/2024,Быстрый курс SQL,60,7.0,420
2024/02/05,Python For Beginners,50,17.0,850
2024-02-05,Буткемп по Data Science,200,11.0,2200
05.02.24,веб разработка,80,16.0,1280
"Feb 05, 2024",Machine Learning ADV,250,11.0,2750
"Feb 05, 2024",Быстрый курс SQL,60,17.0,1020
06.02.24,Python нач,50,15.0,750
"Feb 06, 2024",DS Boot,200,16.0,3200
06/02/2024,web_dev,80,13.0,1040
2024-02-06,machine learning advanced,250,15.0,3750
"Feb 06, 2024",Быстрый курс SQL,60,8.0,480
2024-02-07,Питон для начинающих,50,12.0,600
07.02.24,Буткемп по Data Science,200,15.0,3000
2024-02-07,Web-разработка,80,15.0,1200
2024/02/07,машинное обучение+,250,11.0,2750
"Feb 07, 2024",Быстрый курс SQL,60,18.0,1080
2024/02/08,Питон для начинающих,50,13.0,650
08/02/2024,Данные.Наука,200,18.0,3600
08/02/2024,web_dev,80,14.0,1120
"Feb 08, 2024",Machine Learning ADV,250,16.0,4000
2024-02-08,SQL-Курс,60,14.0,840
09.02.24,python for beginners,50,15.0,750
2024-02-09,Буткемп по Data Science,200,10.0,2000
09/02/2024,веб разработка,80,11.0,880
09.02.24,machine learning advanced,250,12.0,3000
2024/02/09,SQL-Курс,60,15.0,900
"Feb 10, 2024",PYTHON-BEGINNERS,50,15.0,750
2024-02-10,DS Boot,200,10.0,2000
2024/02/10,Web Dev 101,80,12.0,960
10.02.24,ML (уровень 2),250,14.0,3500
"Feb 10, 2024",SQL-Курс,60,27.0,1620
"Feb 11, 2024",PYTHON-BEGINNERS,50,13.0,650
2024-02-11,Буткемп по Data Science,200,13.0,2600
11.02.24,Web Dev 101,80,15.0,1200
11.02.24,Machine Learning ADV,250,9.0,2250
2024-02-11,sql crash course,60,7.0,420
2024/02/12,PYTHON-BEGINNERS,50,14.0,700
"Feb 12, 2024",Data Science BOOTCAMP,200,15.0,3000
12.02.24,Web Dev 101,80,18.0,1440
2024-02-12,Machine Learning ADV,250,19.0,4750
12.02.24,Быстрый курс SQL,60,5.0,300
13.02.24,Python For Beginners,50,,700
2024-02-13,Буткемп по Data Science,200,17.0,3400
13/02/2024,Web Dev 101,80,13.0,1040
"Feb 13, 2024",machine learning advanced,250,10.0,2500
2024-02-13,Быстрый курс SQL,60,13.0,780
14/02/2024,PYTHON-BEGINNERS,50,14.0,700
14.02.24,DS Boot,200,14.0,2800
2024/02/14,Web Dev 101,80,23.0,1840
2024/02/14,machine learning advanced,250,20.0,5000
14/02/2024,SQL БАЗОВЫЙ,60,22.0,1320
"Feb 15, 2024",Python For Beginners,50,15.0,750
2024-02-15,Data Science BOOTCAMP,200,15.0,3000
15.02.24,WEB DEVELOPMENT,80,16.0,1280
2024/02/15,машинное обучение+,250,20.0,5000
2024/02/15,sql crash course,60,17.0,1020
"Feb 16, 2024",Python нач,50,17.0,850
16.02.24,Data Science BOOTCAMP,200,50.0,10000
2024/02/16,WEB DEVELOPMENT,80,22.0,1760
16.02.24,ML (уровень 2),250,13.0,3250
16.02.24,SQL-Курс,60,16.0,960
17.02.24,Python For Beginners,50,13.0,650
"Feb 17, 2024",Data Science BOOTCAMP,200,18.0,3600
2024/02/17,web_dev,80,9.0,720
17.02.24,ML (уровень 2),250,13.0,3250
2024-02-17,SQL БАЗОВЫЙ,60,23.0,1380
"Feb 18, 2024",python for beginners,50,18.0,900
18/02/2024,data science bootcamp,200,16.0,3200
2024/02/18,web_dev,80,20.0,1600
"Feb 18, 2024",Продвинутый ML,250,15.0,3750
2024-02-18,SQL-Курс,60,14.0,840
2024/02/19,Питон для начинающих,50,19.0,950
19.02.24,Данные.Наука,200,16.0,3200
19/02/2024,веб разработка,80,12.0,960
2024/02/19,ML (уровень 2),250,16.0,4000
2024/02/19,SQL-Курс,60,21.0,1260
20/02/2024,python for beginners,50,14.0,700
"Feb 20, 2024",Данные.Наука,200,22.0,4400
20/02/2024,WEB DEVELOPMENT,80,12.0,960
"Feb 20, 2024",ML (уровень 2),250,19.0,4750
2024-02-20,SQL-Курс,60,13.0,780
2024-02-21,Python For Beginners,50,,1000
21/02/2024,Data Science BOOTCAMP,200,12.0,2400
21.02.24,WEB DEVELOPMENT,80,17.0,1360
21/02/2024,машинное обучение+,250,16.0,4000
21/02/2024,sql crash course,60,16.0,960
2024-02-22,Python For Beginners,50,14.0,700
22.02.24,Буткемп по Data Science,200,18.0,3600
2024-02-22,WEB DEVELOPMENT,80,18.0,1440
22.02.24,ML (уровень 2),250,16.0,4000
2024-02-22,sql-cc,60,19.0,1140
23/02/2024,Питон для начинающих,50,11.0,550
23.02.24,Data Science BOOTCAMP,200,12.0,2400
23/02/2024,Web-разработка,80,29.0,2320
23/02/2024,Продвинутый ML,250,21.0,5250
"Feb 23, 2024",sql-cc,60,14.0,840
24.02.24,Питон для начинающих,50,13.0,650
2024-02-24,Data Science BOOTCAMP,200,16.0,3200
24/02/2024,web_dev,80,8.0,640
24.02.24,ML (уровень 2),250,8.0,2000
24.02.24,SQL БАЗОВЫЙ,60,12.0,720
2024/02/25,Python нач,50,13.0,650
"Feb 25, 2024",data science bootcamp,200,16.0,3200
25.02.24,WEB DEVELOPMENT,80,14.0,1120
25/02/2024,machine learning advanced,250,13.0,3250
25/02/2024,SQL-Курс,60,18.0,1080
"Feb 26, 2024",python for beginners,50,18.0,900
"Feb 26, 2024",Данные.Наука,200,12.0,2400
2024-02-26,WEB DEVELOPMENT,80,14.0,1120
2024-02-26,Продвинутый ML,250,15.0,3750
2024/02/26,sql crash course,60,20.0,1200
"Feb 27, 2024",Python For Beginners,50,14.0,700
2024-02-27,Данные.Наука,200,12.0,2400
27/02/2024,Web Dev 101,80,18.0,1440
27.02.24,ML (уровень 2),250,13.0,3250
27.02.24,Быстрый курс SQL,60,18.0,1080
28.02.24,python for beginners,50,13.0,650
28.02.24,data science bootcamp,200,18.0,3600
28.02.24,веб разработка,80,11.0,880
28/02/2024,machine learning advanced,250,8.0,2000
2024/02/28,SQL-Курс,60,15.0,900
2024/02/29,Python For Beginners,50,9.0,450
29/02/2024,data science bootcamp,200,16.0,3200
"Feb 29, 2024",Web-разработка,80,18.0,1440
2024/02/29,machine learning advanced,250,11.0,2750
"Feb 29, 2024",SQL БАЗОВЫЙ,60,15.0,900
2024-03-01,Python нач,50,13.0,650
2024/03/01,data science bootcamp,200,15.0,3000
